CITY,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Mar-01,Mar-02,Mar-03,LAT,LON
"State College, PA",,,,,,,,,,,,,5616.0,6957.0,6833.0,8442.0,12753.0,18433.0,14120.0,10140.0,10098.0,7251.0,7965.0,5747.0,5481.0,8805.0,10119.0,9658.0,12867.0,13269.0,11332.0,14135.0,9306.0,7850.0,8548.0,6267.0,5919.0,8984.0,9705.0,13788.0,10250.0,10131.0,11534.0,14023.0,10110.0,8661.0,9517.0,6782.0,7323.0,5496.0,7558.0,12118.0,10940.0,25355.0,22901.0,11232.0,8768.0,9572.0,6768.0,7722.0,5833.0,6652.0,10442.0,9281.0,9860.0,13734.0,21324.0,10770.0,12480.0,9286.0,8825.0,9687.0,19554.0,33278.0,26807.0,12889.0,12601.0,9101.0,9706.0,8547.0,8993.0,6500.0,6002.0,6803.0,5298.0,8021.0,8551.0,8898.0,14659.0,16176.0,11587.0,9049.0,9396.0,6551.0,7385.0,5220.0,4876.0,7449.0,8115.0,9127.0,11516.0,9195.0,8685.0,9435.0,9869.0,8232.0,7931.0,5532.0,6241.0,6965.0,8824.0,20063.0,30765.0,18659.0,14625.0,8973.0,7869.0,8507.0,5954.0,5731.0,6663.0,5148.0,5912.0,9379.0,14082.0,12345.0,12133.0,8131.0,7107.0,8421.0,6369.0,7776.0,6155.0,7410.0,14361.0,14059.0,17915.0,16402.0,3866.0,40.794026,-77.8606975
"Providence, RI",,,,,,,,,,,,,,964.0,2568.0,3425.0,11411.0,9370.0,5382.0,3143.0,2498.0,1497.0,1469.0,1040.0,1079.0,2980.0,4493.0,4475.0,5817.0,4683.0,5812.0,5336.0,2538.0,1937.0,1987.0,1399.0,1264.0,1699.0,2114.0,4368.0,4448.0,4246.0,3819.0,3713.0,2109.0,1715.0,1902.0,1259.0,1571.0,1540.0,2204.0,3363.0,3504.0,11255.0,12776.0,4330.0,2649.0,2311.0,1379.0,1428.0,1023.0,1378.0,3425.0,3158.0,3597.0,9962.0,9303.0,3989.0,5730.0,3701.0,2806.0,2999.0,6218.0,13040.0,23620.0,6175.0,5317.0,3920.0,3515.0,2691.0,2717.0,1772.0,1569.0,1719.0,1265.0,2085.0,2559.0,3154.0,5958.0,6983.0,5115.0,3274.0,2845.0,1732.0,1740.0,1166.0,1113.0,1943.0,2764.0,3303.0,5014.0,4108.0,3227.0,3648.0,3677.0,2555.0,2426.0,1577.0,1956.0,2554.0,3699.0,18654.0,27644.0,9532.0,6985.0,4084.0,2676.0,2377.0,1643.0,1763.0,1895.0,1360.0,1527.0,2353.0,4731.0,5928.0,5465.0,4843.0,4173.0,4586.0,2936.0,3145.0,2299.0,2381.0,3974.0,3528.0,10089.0,10862.0,2114.0,41.8239891,-71.4128343
"Columbia, SC",,,,,,,,,,,,,,3103.0,5256.0,5391.0,7070.0,14661.0,10889.0,6675.0,5279.0,2880.0,2847.0,1836.0,1749.0,3142.0,4239.0,5789.0,8521.0,7410.0,10782.0,9220.0,4648.0,3569.0,3463.0,2268.0,2096.0,3192.0,5505.0,11069.0,8912.0,9317.0,9752.0,7157.0,3807.0,3023.0,3077.0,2102.0,2659.0,3007.0,5122.0,7640.0,6789.0,33409.0,22788.0,8017.0,5030.0,4315.0,2556.0,2601.0,2040.0,3904.0,8504.0,8808.0,7725.0,16694.0,19332.0,6714.0,7521.0,4827.0,3487.0,5378.0,21972.0,23528.0,20297.0,9599.0,9792.0,8318.0,7228.0,5234.0,4861.0,3177.0,2785.0,3045.0,2885.0,5818.0,7076.0,7059.0,13824.0,22015.0,10039.0,5416.0,4602.0,2865.0,2986.0,2051.0,2111.0,4828.0,5697.0,5536.0,9109.0,7173.0,6151.0,6458.0,4902.0,4091.0,4077.0,2635.0,4439.0,6936.0,10583.0,31605.0,27266.0,14633.0,14658.0,7663.0,4449.0,3921.0,2636.0,3062.0,3692.0,3751.0,5709.0,15646.0,19740.0,9759.0,6746.0,3922.0,4274.0,5050.0,3363.0,3379.0,2437.0,2511.0,7942.0,37534.0,21527.0,15634.0,3660.0,34.000749299999995,-81.03433129999999
"Greenville, SC",,,,,,,,,,,,,,1385.0,3423.0,4601.0,7418.0,13492.0,14254.0,8719.0,6608.0,3850.0,3860.0,2592.0,2259.0,3288.0,4538.0,4953.0,6722.0,7458.0,10334.0,8302.0,4259.0,3313.0,3495.0,2376.0,2427.0,3243.0,3968.0,9551.0,9290.0,8993.0,11074.0,9316.0,4583.0,3461.0,3340.0,2162.0,2477.0,2297.0,4425.0,6770.0,5863.0,32076.0,18846.0,6740.0,4264.0,3867.0,2398.0,2522.0,1844.0,2564.0,6630.0,6947.0,6420.0,11438.0,19439.0,7177.0,7418.0,4614.0,3440.0,5860.0,21563.0,25704.0,21284.0,9105.0,9925.0,7062.0,6567.0,4729.0,4223.0,2686.0,2326.0,2634.0,2142.0,3689.0,4968.0,6672.0,18926.0,28350.0,10365.0,5561.0,4780.0,2925.0,2929.0,1939.0,1833.0,3032.0,4654.0,6137.0,10005.0,7300.0,6034.0,6228.0,4313.0,3698.0,3840.0,2680.0,4295.0,6586.0,14618.0,53825.0,31235.0,15771.0,18020.0,9544.0,5590.0,4706.0,3130.0,3160.0,3361.0,2865.0,4210.0,20867.0,22929.0,11600.0,7870.0,4617.0,5033.0,5983.0,3731.0,3908.0,2986.0,3192.0,5858.0,26593.0,26126.0,17684.0,3869.0,34.851354,-82.3984882
"Knoxville, TN",,,,,,,,,,,,,,3818.0,6525.0,6628.0,13644.0,24160.0,9446.0,5861.0,4711.0,2702.0,2694.0,1916.0,2045.0,5361.0,6164.0,5698.0,7843.0,8198.0,8271.0,6193.0,3087.0,2685.0,2886.0,2297.0,2200.0,3802.0,5186.0,10983.0,9982.0,13232.0,11205.0,5902.0,2869.0,2289.0,2634.0,1947.0,2852.0,3089.0,4808.0,6799.0,8011.0,41000.0,19796.0,5667.0,3407.0,3204.0,2034.0,2318.0,2015.0,3305.0,7880.0,7064.0,6421.0,12367.0,18346.0,6511.0,9094.0,4465.0,3409.0,9519.0,26689.0,17106.0,15520.0,8561.0,9154.0,7647.0,7360.0,4867.0,4042.0,2480.0,2046.0,2299.0,2265.0,4665.0,4811.0,5917.0,13983.0,21549.0,8831.0,4717.0,3834.0,2344.0,2393.0,1657.0,1969.0,5038.0,5980.0,7304.0,9861.0,7988.0,7409.0,7476.0,4526.0,3508.0,3533.0,2480.0,5971.0,11555.0,21401.0,43694.0,25652.0,15224.0,19781.0,8173.0,4303.0,3803.0,2589.0,6466.0,5198.0,4155.0,4378.0,21712.0,21631.0,10504.0,7822.0,5060.0,4972.0,5441.0,3751.0,4014.0,2959.0,9854.0,10381.0,44246.0,27507.0,17388.0,3360.0,35.960394799999996,-83.92102609999999
"Memphis, TN",,,,,,,,,,,,,,1448.0,8353.0,8116.0,7003.0,11687.0,11863.0,7049.0,5309.0,3044.0,2920.0,1910.0,1812.0,4048.0,5285.0,5771.0,8302.0,7681.0,6420.0,5670.0,3342.0,2887.0,3007.0,2128.0,2085.0,3053.0,3408.0,7900.0,10012.0,12777.0,8547.0,5962.0,3283.0,2637.0,2857.0,2228.0,2756.0,2927.0,4906.0,7441.0,13088.0,20158.0,12705.0,5128.0,3609.0,3550.0,2347.0,2717.0,2294.0,2909.0,5800.0,5733.0,6196.0,7872.0,11144.0,5746.0,7053.0,4503.0,3418.0,5771.0,25850.0,16041.0,12697.0,6988.0,8119.0,6275.0,6775.0,6112.0,5966.0,3735.0,3155.0,3392.0,2537.0,3500.0,4535.0,6830.0,11062.0,11549.0,6935.0,4229.0,3617.0,2352.0,2735.0,1966.0,2207.0,4722.0,5354.0,6963.0,9992.0,7729.0,11729.0,7921.0,4323.0,3530.0,3280.0,2330.0,4442.0,6551.0,8593.0,30408.0,40225.0,17795.0,14567.0,6020.0,4460.0,3798.0,2455.0,2982.0,3389.0,2977.0,5369.0,20784.0,16585.0,7303.0,6025.0,3136.0,2441.0,2783.0,2542.0,3158.0,2937.0,3242.0,9129.0,23007.0,18707.0,13564.0,2923.0,35.1490215,-90.0516285
"Nashville, TN",425.0,2063.0,5836.0,30002.0,9612.0,5539.0,3220.0,2818.0,2988.0,2028.0,1771.0,2033.0,1785.0,5241.0,6736.0,5337.0,8070.0,18764.0,11287.0,6364.0,3985.0,2148.0,2446.0,1962.0,2336.0,5445.0,4700.0,4791.0,6809.0,9656.0,6558.0,4800.0,2610.0,2320.0,2394.0,1840.0,2407.0,4873.0,5526.0,10579.0,8681.0,11458.0,7318.0,4870.0,2834.0,2127.0,2319.0,1781.0,2591.0,4192.0,5246.0,6888.0,9930.0,28509.0,13471.0,4254.0,2994.0,2813.0,1896.0,2331.0,2330.0,3838.0,8903.0,6360.0,7483.0,11723.0,12007.0,5258.0,7745.0,3476.0,3231.0,7463.0,18986.0,18056.0,14789.0,6769.0,7989.0,6014.0,5303.0,3541.0,3356.0,2304.0,2066.0,2520.0,2855.0,4998.0,5700.0,7304.0,19596.0,16861.0,7680.0,3834.0,3403.0,2314.0,2437.0,1805.0,2703.0,6574.0,6798.0,7536.0,10202.0,8209.0,7807.0,6299.0,4744.0,3882.0,3834.0,3484.0,7810.0,9109.0,11347.0,57055.0,38442.0,19676.0,15820.0,6408.0,4518.0,3877.0,3367.0,5989.0,12645.0,9873.0,7596.0,28509.0,19356.0,8776.0,6950.0,5329.0,3954.0,3612.0,2382.0,3723.0,4315.0,7322.0,13077.0,30907.0,20210.0,12382.0,2446.0,36.16222570000001,-86.77434190000001
"Austin, TX",1150.0,9437.0,28756.0,38687.0,12386.0,10301.0,5279.0,3454.0,6323.0,3600.0,3398.0,4409.0,4248.0,12005.0,10512.0,10726.0,21669.0,24840.0,11050.0,7295.0,5931.0,4274.0,5128.0,5483.0,7302.0,13378.0,12998.0,18253.0,25164.0,16469.0,11324.0,9637.0,5337.0,4987.0,5448.0,4669.0,6174.0,10711.0,12917.0,16788.0,12303.0,24989.0,17368.0,10901.0,6479.0,5924.0,6792.0,5965.0,8837.0,10206.0,13582.0,18279.0,35307.0,38367.0,18354.0,8174.0,6155.0,6353.0,4207.0,5115.0,6113.0,9451.0,15953.0,13397.0,16918.0,27923.0,14278.0,11577.0,14129.0,7674.0,7850.0,12847.0,33721.0,39538.0,22106.0,12366.0,14777.0,13354.0,10144.0,7207.0,7880.0,4795.0,4182.0,5231.0,7151.0,11785.0,11772.0,11842.0,24892.0,27543.0,10467.0,6509.0,6455.0,4264.0,4458.0,3409.0,9278.0,15346.0,14751.0,17277.0,22042.0,19727.0,18225.0,15734.0,10117.0,7410.0,6663.0,5309.0,11450.0,14524.0,20549.0,40925.0,58320.0,20827.0,18847.0,9856.0,7234.0,6965.0,5551.0,6966.0,11093.0,11018.0,13628.0,45907.0,30109.0,14854.0,16173.0,9980.0,8212.0,8740.0,7237.0,8536.0,9534.0,10805.0,15660.0,34357.0,31891.0,19451.0,4074.0,30.2711286,-97.7436995
"Dallas, TX",1200.0,7282.0,27840.0,35355.0,11230.0,8245.0,5474.0,4601.0,5469.0,3955.0,3628.0,4417.0,4902.0,12310.0,12464.0,12552.0,25203.0,29311.0,11609.0,8021.0,6421.0,4343.0,4762.0,4899.0,6314.0,13794.0,10782.0,14604.0,21590.0,15441.0,9436.0,8851.0,5594.0,4585.0,4863.0,4478.0,5183.0,10423.0,11102.0,16243.0,14369.0,26555.0,12933.0,8714.0,5348.0,5087.0,6164.0,4784.0,7930.0,8389.0,9994.0,11154.0,21962.0,33796.0,16953.0,6998.0,5425.0,5348.0,3544.0,4866.0,6026.0,8159.0,13907.0,12013.0,17233.0,29948.0,14303.0,10962.0,12497.0,6411.0,6209.0,10055.0,36142.0,40932.0,20663.0,11854.0,14286.0,11245.0,8590.0,5820.0,7231.0,4250.0,3673.0,5034.0,6528.0,10731.0,10196.0,12476.0,26069.0,19473.0,9014.0,5648.0,6602.0,4255.0,4348.0,3515.0,11636.0,21150.0,18725.0,20049.0,26178.0,24904.0,24406.0,18106.0,11622.0,9114.0,8823.0,8276.0,18193.0,19542.0,26520.0,69434.0,73765.0,26998.0,20954.0,11949.0,8215.0,7953.0,5842.0,7669.0,11178.0,9338.0,11262.0,38360.0,31591.0,14149.0,13895.0,10236.0,8572.0,7322.0,5756.0,7633.0,8296.0,11663.0,21395.0,38492.0,28770.0,18858.0,4028.0,32.7761963,-96.7968994
"Ft Worth, TX",,,,,,,,,,,,,,7577.0,9639.0,10807.0,20888.0,27092.0,16283.0,10604.0,9305.0,5825.0,6041.0,4263.0,4191.0,8507.0,12768.0,13227.0,22221.0,16391.0,12974.0,12197.0,7416.0,6051.0,6652.0,4660.0,4649.0,6838.0,8497.0,13883.0,11856.0,20580.0,17676.0,13640.0,7627.0,6346.0,7028.0,5164.0,6279.0,5780.0,9497.0,11037.0,10441.0,40539.0,27391.0,12305.0,8853.0,8482.0,5489.0,5802.0,4197.0,4796.0,11059.0,12002.0,12679.0,26664.0,22555.0,4453.0,6997.0,11309.0,4567.0,5221.0,17635.0,36709.0,23877.0,14623.0,14639.0,11660.0,10539.0,8954.0,9171.0,6250.0,5602.0,6291.0,4631.0,6552.0,8273.0,11017.0,23918.0,20959.0,11072.0,7010.0,6600.0,4429.0,4687.0,3350.0,4534.0,12355.0,12124.0,13219.0,20106.0,16275.0,16588.0,14754.0,9322.0,7844.0,7999.0,5633.0,12905.0,15786.0,19053.0,59810.0,74625.0,27446.0,20997.0,11729.0,8875.0,7591.0,5215.0,5074.0,8986.0,6982.0,10451.0,40700.0,37936.0,15913.0,15762.0,9592.0,7097.0,8768.0,6243.0,8348.0,6203.0,8181.0,19459.0,40366.0,26326.0,17578.0,3225.0,32.753177,-97.3327459
"Houston, TX",1412.0,18857.0,23957.0,23098.0,9511.0,8434.0,5159.0,5181.0,5461.0,3783.0,3686.0,5479.0,4952.0,11914.0,10729.0,10607.0,22736.0,22300.0,10986.0,6676.0,6101.0,4115.0,4658.0,3798.0,5470.0,11452.0,9959.0,14336.0,16807.0,11683.0,8271.0,8794.0,5570.0,4216.0,5358.0,4245.0,5292.0,10618.0,10661.0,15101.0,11819.0,16618.0,10849.0,9713.0,5533.0,5256.0,5853.0,4782.0,7782.0,8392.0,10570.0,16626.0,26780.0,22449.0,13954.0,6805.0,5030.0,4917.0,3911.0,5300.0,5083.0,8929.0,13142.0,11909.0,15554.0,20701.0,11583.0,9762.0,12507.0,7844.0,7383.0,12010.0,31357.0,29247.0,20141.0,12006.0,13890.0,10812.0,8848.0,6557.0,6583.0,4243.0,3863.0,5723.0,7256.0,10320.0,9950.0,11573.0,19385.0,21872.0,9928.0,6024.0,5867.0,4141.0,4620.0,4133.0,7644.0,12881.0,12508.0,14454.0,17608.0,15838.0,14631.0,15441.0,11262.0,8421.0,7901.0,7059.0,15010.0,15689.0,21776.0,41395.0,41512.0,20330.0,18635.0,11050.0,7700.0,7514.0,5367.0,3957.0,8301.0,8128.0,13197.0,34664.0,18526.0,11537.0,12093.0,8445.0,8265.0,8714.0,7907.0,8374.0,8514.0,12192.0,19906.0,26282.0,23119.0,15730.0,3635.0,29.951919,-95.5409143301668
"Irving, TX",1122.0,5474.0,16138.0,39820.0,20987.0,12675.0,6840.0,6139.0,6738.0,5045.0,4571.0,4757.0,4280.0,11701.0,12475.0,11003.0,22692.0,29178.0,14309.0,11513.0,8591.0,5007.0,5628.0,5056.0,6221.0,13499.0,12736.0,16055.0,23474.0,19922.0,12623.0,9575.0,5920.0,4703.0,5060.0,4296.0,5080.0,10468.0,12557.0,18068.0,14573.0,28637.0,16045.0,10175.0,6003.0,5828.0,6809.0,4980.0,7866.0,8892.0,11374.0,15412.0,23096.0,37262.0,20745.0,7772.0,6281.0,6315.0,4157.0,4998.0,5036.0,7589.0,13510.0,12859.0,14326.0,26835.0,21084.0,10510.0,18669.0,10974.0,7788.0,8789.0,26696.0,40731.0,25967.0,13995.0,14507.0,11030.0,10485.0,8939.0,9308.0,6053.0,5307.0,6070.0,4668.0,6889.0,7333.0,9454.0,21850.0,21609.0,14547.0,10145.0,9266.0,6252.0,6650.0,4785.0,4617.0,8048.0,11062.0,13330.0,16598.0,12905.0,13458.0,14375.0,10484.0,8328.0,8526.0,5882.0,8242.0,10933.0,13263.0,38163.0,58487.0,25174.0,19064.0,11192.0,8242.0,8411.0,5414.0,4577.0,5379.0,4432.0,6608.0,30653.0,32241.0,14940.0,13865.0,9587.0,8354.0,9163.0,6321.0,7081.0,5529.0,7235.0,14608.0,31307.0,26111.0,18101.0,3848.0,32.862919500000004,-96.9791701654883
"Lubbock, TX",,,,,,,,,,,,,,4793.0,10459.0,13304.0,18248.0,31237.0,22476.0,13409.0,11123.0,7044.0,7665.0,5437.0,5761.0,9687.0,13525.0,15699.0,30951.0,22437.0,17821.0,14543.0,8507.0,6980.0,7615.0,5619.0,6021.0,11621.0,12300.0,17000.0,12671.0,17838.0,25787.0,18692.0,10302.0,8478.0,8807.0,6226.0,7370.0,8064.0,11763.0,17174.0,23654.0,44220.0,28051.0,11951.0,8617.0,8975.0,6168.0,6818.0,5291.0,6076.0,13126.0,12138.0,14467.0,34453.0,26879.0,13137.0,13847.0,9724.0,9134.0,10435.0,23200.0,56775.0,33965.0,16562.0,15396.0,11922.0,12010.0,10139.0,10554.0,7178.0,6447.0,7222.0,5542.0,8634.0,11055.0,12382.0,24812.0,35365.0,22911.0,13673.0,11650.0,7456.0,7837.0,5399.0,5066.0,11248.0,11711.0,10651.0,16023.0,20068.0,24252.0,17266.0,9822.0,8048.0,8174.0,5645.0,9369.0,15409.0,15869.0,52634.0,60149.0,27963.0,20797.0,11090.0,9097.0,8949.0,6039.0,6094.0,8163.0,8224.0,8749.0,39193.0,31588.0,15242.0,12859.0,9470.0,8617.0,10211.0,7000.0,7734.0,5883.0,6205.0,15037.0,43658.0,33520.0,20491.0,4442.0,33.5778631,-101.85516650000001
"Plano, TX",,,,,,,,,,,,,,,,,,,,,,,,,,3969.0,7483.0,10117.0,18835.0,17476.0,13140.0,12454.0,7924.0,6920.0,7300.0,5143.0,4871.0,6811.0,11427.0,17836.0,16419.0,32609.0,18503.0,11658.0,7090.0,6245.0,6763.0,5330.0,8241.0,9786.0,11768.0,14513.0,20564.0,40833.0,25635.0,10762.0,7559.0,7503.0,4927.0,5638.0,5006.0,7844.0,13202.0,12298.0,14718.0,31529.0,21112.0,11110.0,20105.0,8742.0,7569.0,9880.0,36255.0,44108.0,27046.0,12877.0,15012.0,11135.0,10617.0,8899.0,9269.0,5953.0,5165.0,5825.0,5464.0,10839.0,10746.0,12266.0,25074.0,20372.0,13063.0,8815.0,8551.0,5854.0,6030.0,4237.0,4925.0,10152.0,11262.0,13061.0,18920.0,17439.0,17612.0,14847.0,8910.0,7030.0,7311.0,5228.0,9253.0,12794.0,14862.0,52673.0,64694.0,24232.0,20898.0,11699.0,8289.0,7994.0,5605.0,7534.0,11503.0,7330.0,9477.0,36285.0,38103.0,17389.0,14407.0,10101.0,9357.0,9744.0,8610.0,9053.0,6770.0,8868.0,13960.0,35675.0,31838.0,20385.0,4185.0,33.013676399999994,-96.6925096
"San Antonio, TX",986.0,7829.0,27071.0,36369.0,11953.0,9131.0,6119.0,4254.0,4826.0,3789.0,3912.0,4575.0,5007.0,9940.0,9070.0,10305.0,18327.0,26967.0,11489.0,7535.0,6879.0,3874.0,4722.0,3952.0,5020.0,11376.0,11336.0,17200.0,21254.0,11419.0,7979.0,8227.0,5595.0,4790.0,5176.0,3959.0,4285.0,7775.0,10053.0,13741.0,11121.0,22990.0,13359.0,8688.0,6127.0,5336.0,5831.0,5063.0,8526.0,9318.0,10237.0,15787.0,24466.0,27898.0,18211.0,8682.0,6278.0,6259.0,5006.0,5905.0,5554.0,7690.0,13030.0,12738.0,18841.0,22220.0,12727.0,11623.0,13665.0,7227.0,6324.0,12258.0,38314.0,31992.0,21106.0,12714.0,14321.0,11586.0,9868.0,6911.0,6850.0,4698.0,4274.0,5336.0,5572.0,9939.0,9542.0,11544.0,22361.0,25618.0,9895.0,6186.0,5872.0,3951.0,4091.0,3345.0,6031.0,11544.0,10276.0,13452.0,17873.0,16926.0,13968.0,12723.0,8815.0,6968.0,6595.0,5871.0,12809.0,13429.0,15488.0,41418.0,57708.0,23706.0,19265.0,11056.0,7773.0,7489.0,5235.0,5594.0,8579.0,7548.0,10542.0,30139.0,20836.0,11667.0,12446.0,8527.0,7357.0,8289.0,5967.0,6849.0,8291.0,9719.0,13199.0,30885.0,33596.0,20337.0,3971.0,29.424600199999997,-98.4951405
"Salt Lake City, UT",261.0,1164.0,8490.0,18107.0,6032.0,3133.0,1630.0,1271.0,1352.0,1042.0,998.0,1103.0,825.0,1944.0,3365.0,2843.0,4862.0,5404.0,4320.0,2761.0,2134.0,1307.0,1310.0,1031.0,1117.0,2315.0,3213.0,8173.0,8794.0,2541.0,2089.0,2836.0,1781.0,1412.0,1436.0,1077.0,1171.0,2218.0,2862.0,4871.0,4056.0,4780.0,4809.0,2871.0,1594.0,1408.0,1605.0,1279.0,1686.0,1950.0,2153.0,2954.0,4005.0,11012.0,8235.0,3004.0,2122.0,1890.0,1173.0,1258.0,1168.0,1789.0,3519.0,2823.0,2955.0,4434.0,5529.0,3770.0,6302.0,7921.0,3339.0,2450.0,4106.0,13830.0,10100.0,3796.0,4144.0,3663.0,2741.0,2000.0,2362.0,1548.0,1321.0,1459.0,1608.0,3158.0,3048.0,4545.0,6741.0,5354.0,3695.0,2240.0,2154.0,1554.0,1526.0,1008.0,1399.0,3387.0,2577.0,3037.0,4811.0,4016.0,4330.0,3679.0,2096.0,1814.0,1776.0,1300.0,2700.0,3420.0,4229.0,11751.0,19194.0,7974.0,5310.0,2640.0,2007.0,2058.0,1422.0,1207.0,2272.0,2412.0,3465.0,10906.0,8339.0,3687.0,3636.0,2756.0,2765.0,3588.0,1853.0,2244.0,2320.0,3213.0,5202.0,13233.0,9855.0,5878.0,1572.0,40.7670126,-111.89043079999999
"Arlington, VA",1066.0,5272.0,9252.0,30431.0,11788.0,7768.0,5101.0,4489.0,4838.0,3944.0,3927.0,4628.0,4221.0,9831.0,8604.0,10019.0,16413.0,17499.0,11349.0,6650.0,6820.0,4209.0,4410.0,3497.0,5262.0,10644.0,8760.0,9260.0,12164.0,9913.0,10873.0,8244.0,5305.0,4555.0,4882.0,4170.0,4793.0,7861.0,8011.0,11314.0,8879.0,9224.0,9386.0,8641.0,5510.0,4503.0,4909.0,3890.0,5953.0,5679.0,7894.0,11390.0,12965.0,20456.0,15036.0,7361.0,5353.0,5524.0,4154.0,5148.0,5086.0,7065.0,11556.0,9683.0,10822.0,14970.0,14622.0,8227.0,13556.0,8487.0,8742.0,9023.0,14819.0,24253.0,23763.0,10059.0,11564.0,8263.0,7286.0,6547.0,6752.0,4684.0,4192.0,4491.0,3579.0,6080.0,7416.0,8801.0,15661.0,13223.0,8389.0,6244.0,6259.0,4310.0,4884.0,3611.0,4444.0,8745.0,8748.0,9336.0,14296.0,10061.0,9161.0,9951.0,7627.0,6325.0,6436.0,4568.0,7511.0,9973.0,9521.0,25351.0,34242.0,18401.0,16528.0,9283.0,7012.0,7049.0,4786.0,4366.0,7083.0,7737.0,8823.0,13662.0,18604.0,13928.0,10204.0,8686.0,7749.0,7670.0,5236.0,6484.0,5545.0,7377.0,10644.0,19411.0,22055.0,15574.0,3089.0,38.890396100000004,-77.0841585
"Norfolk, VA",948.0,3953.0,8327.0,40486.0,16726.0,10612.0,5699.0,4725.0,4993.0,3431.0,3315.0,3692.0,2785.0,5546.0,8372.0,8678.0,12102.0,18005.0,14006.0,8512.0,6568.0,4418.0,4933.0,3286.0,3389.0,7701.0,7705.0,8591.0,10827.0,9729.0,11374.0,9049.0,4801.0,4234.0,4601.0,3267.0,3504.0,6962.0,7234.0,11917.0,8127.0,10333.0,12944.0,9523.0,5345.0,4217.0,4473.0,3445.0,5145.0,6000.0,7713.0,10960.0,9735.0,21750.0,18456.0,7196.0,5573.0,5642.0,4001.0,4604.0,3962.0,5780.0,10509.0,9492.0,9852.0,14723.0,15403.0,8402.0,10730.0,7731.0,6635.0,7974.0,10463.0,24962.0,25249.0,10187.0,10788.0,8629.0,8614.0,8520.0,10514.0,8336.0,8282.0,10245.0,8146.0,10176.0,8103.0,8130.0,10281.0,10149.0,10846.0,7876.0,7709.0,5336.0,5624.0,3955.0,3909.0,6168.0,7885.0,9577.0,14550.0,10361.0,9455.0,10086.0,7321.0,5970.0,6288.0,4647.0,7976.0,10708.0,11613.0,31152.0,36471.0,20352.0,17386.0,10069.0,7410.0,7414.0,4784.0,4049.0,4805.0,3582.0,4090.0,10198.0,16005.0,12290.0,11437.0,7384.0,6394.0,7743.0,6165.0,7997.0,7330.0,7607.0,10276.0,16473.0,21246.0,14063.0,3012.0,36.9306505,-76.2573110672108
"Reston, VA",,,,,,,,,,,,,,,1569.0,7819.0,14094.0,14485.0,13406.0,11431.0,10650.0,6981.0,7770.0,5442.0,4912.0,8937.0,9609.0,9587.0,12767.0,10083.0,14049.0,13194.0,7423.0,6098.0,6443.0,4585.0,4469.0,6841.0,8193.0,12340.0,10252.0,9905.0,10643.0,13405.0,8565.0,7320.0,7768.0,5444.0,6587.0,5962.0,7632.0,10709.0,12496.0,23127.0,17869.0,8092.0,5938.0,5607.0,3792.0,5030.0,4372.0,4887.0,8290.0,9109.0,11059.0,13992.0,17565.0,10900.0,12088.0,8942.0,8820.0,10527.0,9598.0,22954.0,30611.0,13975.0,12416.0,8483.0,7828.0,7140.0,7983.0,5847.0,5286.0,6039.0,4622.0,5819.0,5127.0,6334.0,12710.0,13555.0,12273.0,10034.0,9855.0,6278.0,6597.0,4650.0,4339.0,5475.0,5080.0,7778.0,12878.0,11288.0,10178.0,11525.0,9173.0,8397.0,8845.0,5944.0,7002.0,6378.0,8264.0,16833.0,32495.0,19899.0,18167.0,10771.0,8247.0,8201.0,5741.0,5874.0,6752.0,5160.0,5545.0,8467.0,9996.0,13249.0,13764.0,9673.0,8390.0,9470.0,7139.0,8004.0,5791.0,6020.0,7904.0,13665.0,24386.0,17054.0,3806.0,38.9312353,-77.3570209094158
