CITY,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Mar-01,Mar-02,Mar-03,LAT,LON
"Baton Rouge, LA",,,,,,,,,,,,,973.0,6539.0,10883.0,12074.0,16172.0,27636.0,19216.0,11887.0,9676.0,6127.0,6222.0,4381.0,4568.0,8780.0,10415.0,10552.0,16023.0,16371.0,15652.0,12623.0,7452.0,6213.0,6832.0,4756.0,4483.0,7912.0,12365.0,23987.0,18013.0,15815.0,13585.0,12862.0,7682.0,6419.0,7104.0,5502.0,8106.0,8745.0,10271.0,13192.0,21592.0,35868.0,22552.0,10580.0,7920.0,7562.0,5077.0,5660.0,4684.0,6114.0,14160.0,11969.0,12970.0,29435.0,24862.0,11541.0,17867.0,9805.0,7605.0,26007.0,37237.0,25566.0,24461.0,14436.0,18994.0,18575.0,16063.0,9944.0,8675.0,5916.0,5511.0,6054.0,4889.0,9160.0,11983.0,12035.0,25225.0,27683.0,14755.0,8931.0,8450.0,5983.0,6337.0,4281.0,5462.0,13428.0,13019.0,14082.0,21850.0,20213.0,19640.0,21222.0,12581.0,10569.0,9592.0,6474.0,11145.0,15372.0,29495.0,62940.0,47608.0,21869.0,21644.0,11631.0,9915.0,9372.0,5963.0,4975.0,7379.0,7480.0,7975.0,37128.0,24187.0,16900.0,15919.0,9066.0,7763.0,8952.0,6704.0,7897.0,6435.0,7102.0,22829.0,33840.0,23426.0,19085.0,4716.0,30.4507462,-91.154551
"New Orleans, LA",1154.0,6153.0,19088.0,24741.0,17360.0,11497.0,6624.0,5925.0,5981.0,4097.0,3949.0,4457.0,3484.0,5918.0,10423.0,9598.0,19691.0,25818.0,14377.0,9346.0,7661.0,5354.0,6677.0,5243.0,5185.0,6962.0,6372.0,7153.0,11154.0,11120.0,12352.0,10375.0,6012.0,4851.0,5485.0,4116.0,4290.0,8411.0,9657.0,19621.0,13390.0,14453.0,13118.0,10483.0,6166.0,5314.0,6393.0,4733.0,6036.0,5900.0,8176.0,11975.0,18068.0,31875.0,19544.0,8934.0,6722.0,6863.0,4509.0,5346.0,4602.0,7246.0,12941.0,10151.0,11255.0,20138.0,17914.0,10252.0,16627.0,7123.0,6342.0,22813.0,28745.0,21024.0,22035.0,12593.0,17233.0,18314.0,11082.0,7499.0,7501.0,5347.0,4806.0,5740.0,6552.0,10623.0,10299.0,13092.0,26564.0,19935.0,12656.0,8103.0,7374.0,4849.0,5252.0,3841.0,4557.0,9180.0,10904.0,12390.0,17003.0,14340.0,18176.0,16697.0,11664.0,9635.0,10232.0,9761.0,18186.0,18556.0,27273.0,65566.0,59514.0,26730.0,23358.0,12642.0,9661.0,8970.0,6724.0,6099.0,7054.0,7073.0,10790.0,33748.0,21820.0,13646.0,11314.0,9985.0,9387.0,8956.0,6616.0,7565.0,6319.0,9307.0,26161.0,30817.0,25020.0,20312.0,5045.0,29.949932300000004,-90.0701156
"Boston, MA",314.0,1359.0,3770.0,19659.0,6568.0,2504.0,1793.0,1625.0,1413.0,841.0,796.0,978.0,897.0,2684.0,2820.0,4545.0,9445.0,5623.0,2607.0,2376.0,1811.0,961.0,1021.0,694.0,1274.0,3861.0,3416.0,3589.0,5461.0,4603.0,4491.0,3942.0,1626.0,1190.0,1409.0,1006.0,1455.0,2783.0,3242.0,5114.0,3676.0,4367.0,3534.0,3638.0,1644.0,1025.0,1099.0,968.0,1521.0,2246.0,2914.0,4093.0,5031.0,13062.0,8197.0,2817.0,1654.0,1448.0,917.0,1232.0,1185.0,2137.0,4085.0,3671.0,3956.0,8973.0,6039.0,3025.0,6654.0,4902.0,2507.0,2442.0,5871.0,13152.0,19183.0,4831.0,5449.0,3670.0,2704.0,1967.0,1835.0,1185.0,988.0,1152.0,1374.0,2786.0,3102.0,3839.0,7367.0,6561.0,3557.0,2424.0,1768.0,1232.0,1231.0,858.0,1750.0,5102.0,5635.0,7627.0,11288.0,7011.0,5056.0,6020.0,3867.0,2667.0,2200.0,2157.0,6182.0,6769.0,7709.0,24440.0,33768.0,9945.0,8305.0,4218.0,2223.0,2187.0,1347.0,1508.0,2504.0,2630.0,2669.0,6089.0,7462.0,5119.0,5483.0,4791.0,2172.0,2703.0,1856.0,2382.0,3222.0,3953.0,4194.0,5506.0,12665.0,7395.0,1177.0,42.3604823,-71.0595678
"Somerville, MA",332.0,1726.0,4176.0,25639.0,6539.0,2967.0,2004.0,1471.0,1836.0,1241.0,907.0,915.0,1109.0,4383.0,3747.0,7123.0,11191.0,7139.0,4605.0,3230.0,2109.0,1279.0,1271.0,978.0,1260.0,4038.0,3132.0,3001.0,5149.0,5204.0,4802.0,3932.0,2386.0,1466.0,1447.0,1240.0,1432.0,2874.0,2927.0,4769.0,4012.0,4287.0,4227.0,3729.0,1733.0,1237.0,1523.0,1158.0,1651.0,2159.0,2810.0,4604.0,4878.0,13829.0,8595.0,3235.0,1867.0,1610.0,1092.0,1412.0,1208.0,1422.0,2277.0,2483.0,3499.0,4954.0,7249.0,5243.0,6698.0,5267.0,5233.0,5885.0,4358.0,6392.0,18958.0,13234.0,11836.0,6704.0,5348.0,4466.0,4696.0,3288.0,2916.0,3240.0,2405.0,2952.0,2323.0,2395.0,3732.0,5720.0,7470.0,6630.0,6197.0,3898.0,4035.0,2769.0,2424.0,2861.0,2554.0,3465.0,5889.0,5103.0,5404.0,5955.0,5002.0,4370.0,4034.0,2591.0,2929.0,2372.0,3531.0,9636.0,42760.0,16120.0,9708.0,6020.0,4703.0,4735.0,3402.0,3799.0,4178.0,4893.0,5161.0,6918.0,5939.0,7914.0,8175.0,5348.0,4739.0,5338.0,4025.0,4609.0,3550.0,3883.0,5066.0,5751.0,11680.0,15377.0,3480.0,42.3875968,-71.0994968
"Baltimore, MD",1505.0,6010.0,11538.0,34611.0,14609.0,9912.0,6186.0,5060.0,5578.0,4208.0,3973.0,4600.0,3727.0,12379.0,9855.0,10660.0,19085.0,19310.0,11807.0,7290.0,6819.0,4462.0,4690.0,3783.0,4824.0,10687.0,9181.0,9399.0,13482.0,10334.0,12262.0,10130.0,6288.0,5103.0,5614.0,4192.0,5790.0,8756.0,9152.0,12341.0,9555.0,9715.0,10927.0,10756.0,5950.0,4915.0,5880.0,4646.0,6290.0,7572.0,8116.0,12852.0,14454.0,24381.0,16145.0,8145.0,5895.0,5761.0,4288.0,5384.0,5829.0,7988.0,12759.0,10339.0,10904.0,15018.0,16978.0,9327.0,12803.0,8030.0,7135.0,9246.0,18477.0,31305.0,21206.0,10789.0,11998.0,8418.0,7410.0,6813.0,8186.0,5451.0,4688.0,6060.0,6052.0,9946.0,9444.0,10857.0,18671.0,15668.0,10725.0,7310.0,6633.0,4744.0,5629.0,4328.0,5727.0,10769.0,9750.0,10581.0,14778.0,10603.0,9413.0,10949.0,7512.0,6533.0,7098.0,5811.0,10470.0,11460.0,11407.0,26540.0,33885.0,17883.0,16522.0,9057.0,7563.0,7097.0,4912.0,3917.0,5949.0,6030.0,7131.0,14075.0,15238.0,12726.0,10504.0,7835.0,6751.0,6801.0,5145.0,6065.0,7049.0,8102.0,9182.0,20462.0,19518.0,10308.0,2360.0,39.2908608,-76.61080729999999
"Grand Rapids, MI",,,,,,,,,,,,,,3825.0,7037.0,5679.0,8505.0,13921.0,8892.0,5815.0,4313.0,2429.0,2473.0,1855.0,2163.0,5512.0,5034.0,4789.0,5986.0,7295.0,9813.0,7673.0,3683.0,2714.0,3222.0,2333.0,2345.0,4719.0,4892.0,7896.0,7618.0,7701.0,7492.0,6246.0,3394.0,2412.0,2625.0,2075.0,2991.0,3669.0,4526.0,7131.0,9527.0,18491.0,12859.0,6594.0,3885.0,3339.0,2207.0,2444.0,2712.0,4238.0,7194.0,6442.0,6475.0,9520.0,10779.0,5815.0,10412.0,4394.0,3173.0,3605.0,5876.0,28256.0,22374.0,7086.0,7653.0,6880.0,5852.0,4429.0,4735.0,3040.0,2730.0,3376.0,3391.0,6658.0,5614.0,6741.0,10967.0,12391.0,10129.0,6898.0,5317.0,3006.0,3003.0,2090.0,2553.0,6411.0,6569.0,6522.0,11392.0,7541.0,7185.0,6622.0,4561.0,3519.0,3735.0,2699.0,4398.0,6142.0,7375.0,27009.0,36927.0,16365.0,15042.0,7248.0,4576.0,3963.0,2779.0,3004.0,3728.0,3188.0,5472.0,12523.0,12484.0,7743.0,7229.0,5172.0,4307.0,4880.0,3536.0,4006.0,2956.0,3395.0,6914.0,27670.0,18237.0,9960.0,2059.0,42.963240500000005,-85.66786390000001
"St Paul, MN",426.0,1765.0,3673.0,25566.0,13995.0,6661.0,3371.0,2699.0,2981.0,2252.0,1803.0,2066.0,1612.0,5366.0,7317.0,6872.0,16780.0,12028.0,6739.0,4791.0,4331.0,2563.0,2665.0,1880.0,2089.0,5538.0,6558.0,5026.0,6758.0,8681.0,10504.0,6545.0,3308.0,2672.0,2779.0,1987.0,2049.0,3574.0,4865.0,8347.0,8772.0,17809.0,8047.0,6036.0,3345.0,2464.0,2463.0,1829.0,2597.0,2641.0,4925.0,6767.0,6521.0,19118.0,21120.0,6664.0,3899.0,3399.0,2172.0,2379.0,1924.0,2665.0,6515.0,6485.0,7515.0,8987.0,10170.0,5861.0,8857.0,5803.0,5449.0,4813.0,10721.0,28262.0,18375.0,7401.0,7071.0,5561.0,5078.0,4344.0,4587.0,3181.0,2902.0,3414.0,3331.0,6657.0,5889.0,6446.0,9876.0,12878.0,10539.0,5685.0,4909.0,3110.0,3203.0,2208.0,2515.0,6118.0,5780.0,6833.0,10752.0,8902.0,8117.0,7107.0,4816.0,3943.0,3674.0,2518.0,4228.0,6198.0,7474.0,29849.0,47652.0,15342.0,11499.0,5960.0,3875.0,4049.0,2996.0,2509.0,4141.0,4117.0,4114.0,14292.0,14046.0,8463.0,6645.0,4101.0,4100.0,3501.0,2995.0,4287.0,6048.0,5647.0,8812.0,33187.0,14805.0,8772.0,1986.0,44.9504037,-93.10150259999999
"Kansas City, MO",330.0,1401.0,4741.0,22411.0,7192.0,3951.0,2153.0,1803.0,1889.0,1369.0,1237.0,1527.0,1361.0,3362.0,3956.0,3833.0,6000.0,7103.0,6055.0,3450.0,2833.0,1740.0,2046.0,1562.0,1755.0,4045.0,3474.0,3507.0,5376.0,5909.0,4735.0,3560.0,1976.0,1602.0,1796.0,1381.0,1520.0,2266.0,3151.0,6457.0,5439.0,5908.0,4866.0,3725.0,2172.0,1836.0,1978.0,1413.0,1850.0,1970.0,3001.0,4295.0,3909.0,16417.0,12628.0,3694.0,2341.0,2106.0,1364.0,1477.0,1177.0,1487.0,3802.0,3899.0,3512.0,4761.0,6689.0,3419.0,5572.0,2297.0,1859.0,2946.0,9637.0,18104.0,9072.0,4033.0,4797.0,3991.0,3691.0,2566.0,2585.0,1756.0,1532.0,1818.0,1725.0,3359.0,3051.0,3690.0,5320.0,6965.0,5083.0,2772.0,2419.0,1539.0,1574.0,1123.0,1350.0,2835.0,2821.0,4257.0,7424.0,8029.0,5805.0,4039.0,2969.0,2177.0,1882.0,1719.0,4043.0,4857.0,5745.0,16384.0,21387.0,11154.0,6530.0,3292.0,2387.0,2313.0,1620.0,1325.0,1942.0,2922.0,3619.0,17429.0,13677.0,5403.0,4951.0,2856.0,2437.0,2421.0,1814.0,2290.0,1718.0,2915.0,7801.0,22306.0,14756.0,8172.0,2555.0,39.0844687,-94.5630298
"Springfield, MO",,,,,,,,,,,,,,,,,,,,,,,,,,416.0,2041.0,3160.0,4985.0,5981.0,5656.0,4670.0,2656.0,2235.0,2391.0,1708.0,1592.0,2118.0,2435.0,4961.0,5838.0,7422.0,6302.0,4663.0,2645.0,2181.0,2253.0,1647.0,1948.0,1779.0,2582.0,4271.0,3810.0,16574.0,15503.0,5482.0,3403.0,3047.0,1912.0,2014.0,1509.0,1765.0,3377.0,4139.0,4202.0,4352.0,6798.0,4247.0,5178.0,3288.0,2387.0,2788.0,7097.0,19495.0,13898.0,5377.0,5580.0,4360.0,4366.0,3516.0,3276.0,2093.0,1808.0,1910.0,1491.0,2418.0,3332.0,4248.0,6702.0,8374.0,6438.0,3895.0,3250.0,1963.0,2011.0,1396.0,1324.0,2021.0,2975.0,3743.0,5995.0,5676.0,7748.0,5913.0,3020.0,2406.0,2423.0,1642.0,2215.0,3320.0,5161.0,15581.0,29111.0,11299.0,7788.0,4107.0,3153.0,2951.0,1969.0,1952.0,3077.0,3270.0,4680.0,12545.0,19309.0,10759.0,5832.0,3833.0,3199.0,3271.0,2113.0,2283.0,1788.0,1932.0,3733.0,28616.0,20415.0,12103.0,2455.0,37.2153307,-93.2982521
"St Louis, MO",391.0,1679.0,5881.0,19192.0,4742.0,2853.0,2128.0,1747.0,1670.0,1186.0,1173.0,1527.0,1452.0,3569.0,3208.0,3077.0,4716.0,8549.0,5425.0,2524.0,2159.0,1364.0,1494.0,1213.0,1567.0,3160.0,2797.0,2808.0,4485.0,5434.0,3878.0,2786.0,1830.0,1504.0,1630.0,1172.0,1346.0,2247.0,3029.0,6182.0,5177.0,4667.0,3802.0,2817.0,1707.0,1433.0,1547.0,1262.0,2458.0,2821.0,3525.0,4474.0,8312.0,15730.0,7547.0,2791.0,1939.0,1741.0,1057.0,1419.0,1666.0,2274.0,4891.0,3506.0,4139.0,6119.0,6053.0,3577.0,4770.0,2283.0,2024.0,3480.0,9368.0,17260.0,8705.0,4297.0,4677.0,3927.0,3195.0,2267.0,2455.0,1602.0,1406.0,1752.0,2066.0,3713.0,3147.0,4463.0,8328.0,5944.0,4158.0,2246.0,2079.0,1385.0,1378.0,981.0,1568.0,3223.0,3285.0,4281.0,7216.0,9778.0,7861.0,4645.0,2989.0,2680.0,2793.0,2650.0,5582.0,6900.0,9333.0,19540.0,22458.0,11218.0,8502.0,3762.0,2479.0,2446.0,1776.0,3462.0,4797.0,3161.0,3919.0,16421.0,14155.0,6331.0,4436.0,2637.0,2349.0,2802.0,2532.0,3145.0,2798.0,3403.0,11122.0,22589.0,11357.0,7283.0,1118.0,38.62727329999999,-90.19788890000001
"Jackson, MS",,,,,,,,,,,,,,,2651.0,6071.0,8917.0,25568.0,17948.0,9092.0,6880.0,3833.0,3947.0,2789.0,2858.0,4536.0,5231.0,6215.0,8606.0,13362.0,12198.0,7010.0,3317.0,2701.0,2990.0,2037.0,2040.0,3319.0,5827.0,15835.0,10815.0,13456.0,9193.0,6676.0,3641.0,2901.0,3044.0,2088.0,2545.0,3322.0,5966.0,7985.0,10028.0,28072.0,13785.0,5142.0,3452.0,3268.0,2178.0,2470.0,1937.0,2214.0,4335.0,6943.0,7405.0,11359.0,20825.0,9534.0,8211.0,4786.0,3865.0,5419.0,19327.0,17326.0,17155.0,9079.0,8808.0,7850.0,10157.0,7745.0,6685.0,3965.0,3230.0,3291.0,2325.0,3092.0,3662.0,7642.0,21352.0,13911.0,9907.0,6569.0,5710.0,3488.0,3511.0,2409.0,2363.0,4017.0,9126.0,12612.0,15942.0,14877.0,15012.0,13539.0,7833.0,5702.0,5301.0,3489.0,4350.0,10700.0,35941.0,91432.0,50768.0,25392.0,24441.0,11516.0,7486.0,5933.0,3541.0,2755.0,3331.0,2448.0,3909.0,19565.0,20995.0,13110.0,10645.0,6349.0,5133.0,5659.0,4059.0,4857.0,3715.0,3861.0,8325.0,9855.0,14778.0,20530.0,5487.0,32.4104385,-90.162064888255
"Cary, NC",,,,,,,,,,,,,551.0,3561.0,6701.0,7395.0,13051.0,20025.0,16514.0,8869.0,6548.0,3680.0,3602.0,2680.0,2532.0,5702.0,7538.0,6529.0,9518.0,9504.0,12249.0,8524.0,4474.0,3482.0,3560.0,2467.0,2533.0,4528.0,5383.0,9999.0,8879.0,16502.0,14006.0,8724.0,4164.0,3149.0,3144.0,2357.0,3441.0,3665.0,4983.0,8385.0,8447.0,36285.0,22947.0,7543.0,4661.0,3927.0,2540.0,2692.0,2215.0,3129.0,9022.0,8814.0,8060.0,9332.0,16920.0,9249.0,8546.0,6346.0,5950.0,7640.0,13504.0,26625.0,21393.0,9863.0,9889.0,6434.0,5530.0,4658.0,4517.0,2901.0,2498.0,2753.0,2225.0,3891.0,5152.0,6154.0,19512.0,21198.0,9345.0,5432.0,4814.0,3120.0,3230.0,2197.0,2030.0,3036.0,4029.0,5352.0,8736.0,7630.0,6641.0,6618.0,5035.0,4259.0,4170.0,2715.0,3782.0,5903.0,8401.0,35084.0,31684.0,14977.0,15199.0,9138.0,5597.0,4725.0,3168.0,3333.0,3775.0,3200.0,3356.0,13857.0,21326.0,12409.0,10232.0,8125.0,7169.0,6839.0,4542.0,4884.0,3658.0,4303.0,7983.0,25702.0,27857.0,19707.0,3940.0,35.788297299999996,-78.7811925
"Charlotte, NC",561.0,3135.0,6664.0,32284.0,9459.0,5192.0,2392.0,2283.0,2842.0,1949.0,1797.0,2054.0,2173.0,5835.0,5773.0,6404.0,9663.0,11569.0,10270.0,4556.0,2995.0,1818.0,2063.0,1527.0,1762.0,5212.0,5761.0,6277.0,8248.0,8899.0,6544.0,4329.0,2608.0,2282.0,2277.0,1661.0,1842.0,4048.0,5367.0,17357.0,7069.0,8439.0,6180.0,4632.0,2533.0,2107.0,2144.0,1677.0,2624.0,3332.0,4482.0,6079.0,7310.0,25834.0,12309.0,3641.0,2540.0,2325.0,1551.0,1984.0,1947.0,3288.0,7369.0,6694.0,6033.0,8870.0,10914.0,5251.0,7111.0,3434.0,2932.0,5452.0,15155.0,22927.0,14461.0,6783.0,7962.0,5823.0,4790.0,3292.0,2892.0,2055.0,1781.0,1949.0,2600.0,4654.0,5170.0,7108.0,14704.0,15888.0,5805.0,3252.0,2987.0,2028.0,1911.0,1390.0,2612.0,6645.0,7766.0,10205.0,14028.0,11164.0,8632.0,7896.0,5729.0,3996.0,3426.0,3305.0,9287.0,11170.0,15374.0,45688.0,29838.0,17136.0,17179.0,6272.0,3936.0,3383.0,2488.0,2630.0,3485.0,3370.0,5775.0,18096.0,14808.0,6271.0,6461.0,4168.0,3344.0,3995.0,3135.0,4060.0,3915.0,5435.0,10086.0,28357.0,21434.0,11630.0,2390.0,35.2270869,-80.8431268
"Durham, NC",521.0,2193.0,6940.0,55810.0,17570.0,8684.0,5009.0,3852.0,3817.0,2670.0,2168.0,2378.0,2077.0,3932.0,6337.0,6488.0,11263.0,19608.0,13270.0,7199.0,5678.0,3253.0,3507.0,2485.0,2791.0,6073.0,6459.0,6164.0,9425.0,9358.0,9474.0,6619.0,3489.0,2778.0,3363.0,2463.0,2566.0,4114.0,6452.0,9529.0,8608.0,14635.0,9269.0,6326.0,3407.0,2731.0,2940.0,2222.0,3266.0,3745.0,5789.0,7403.0,8674.0,32737.0,20046.0,6411.0,4322.0,4132.0,2522.0,2812.0,2493.0,3725.0,8249.0,6673.0,7093.0,11443.0,12968.0,6580.0,8940.0,5998.0,5617.0,7123.0,14437.0,18419.0,17063.0,9085.0,9161.0,7972.0,7057.0,4557.0,4603.0,3410.0,3039.0,3223.0,2594.0,4960.0,5424.0,6043.0,14745.0,16074.0,7882.0,4944.0,4517.0,2846.0,2860.0,1934.0,2019.0,5203.0,5397.0,5924.0,8288.0,6464.0,5407.0,4815.0,4089.0,3420.0,3465.0,2463.0,5573.0,6902.0,7584.0,28356.0,26706.0,14026.0,11318.0,6384.0,4147.0,3720.0,2351.0,2356.0,3812.0,3953.0,4426.0,12453.0,14406.0,8545.0,8167.0,6917.0,5678.0,5495.0,3613.0,3641.0,2670.0,3038.0,6907.0,22605.0,17723.0,13211.0,3378.0,35.99403289999999,-78.898619
"Greensboro, NC",,,,,,,,,,,,,,,2525.0,5273.0,8025.0,11309.0,13459.0,8287.0,6717.0,3873.0,3782.0,2367.0,2067.0,2741.0,4896.0,7302.0,8712.0,9890.0,10622.0,8130.0,4146.0,3228.0,3258.0,2253.0,2280.0,3975.0,5180.0,10840.0,9360.0,11645.0,9782.0,6851.0,3610.0,2879.0,2958.0,2087.0,2492.0,2649.0,4048.0,6078.0,6015.0,28386.0,19252.0,6456.0,4170.0,3807.0,2464.0,2631.0,2071.0,2931.0,6799.0,6568.0,6297.0,9921.0,11598.0,5245.0,7427.0,4860.0,3838.0,4891.0,12692.0,23876.0,16205.0,7584.0,7790.0,5707.0,5792.0,4430.0,4358.0,2894.0,2429.0,2577.0,2124.0,4063.0,4921.0,6032.0,13859.0,21878.0,9370.0,4964.0,4227.0,2776.0,2915.0,1987.0,1880.0,3446.0,4676.0,6452.0,9554.0,6818.0,6423.0,5641.0,4456.0,3562.0,3681.0,2329.0,3758.0,5698.0,10477.0,46037.0,24925.0,14766.0,14310.0,6621.0,4271.0,3817.0,2466.0,2678.0,3079.0,2857.0,4174.0,18934.0,16282.0,8214.0,8103.0,4274.0,3941.0,4679.0,3303.0,4167.0,4303.0,5042.0,6547.0,18020.0,22024.0,15501.0,3212.0,36.0726355,-79.79197540000001
"Raleigh, NC",503.0,3121.0,9066.0,45825.0,10669.0,5337.0,2931.0,2452.0,2692.0,1868.0,1628.0,2020.0,2050.0,7481.0,7062.0,6880.0,11299.0,20060.0,12222.0,4788.0,3354.0,1982.0,2188.0,1684.0,2447.0,5688.0,6712.0,6641.0,9345.0,10826.0,8902.0,5945.0,2904.0,2429.0,2574.0,1702.0,2078.0,4647.0,5896.0,11262.0,8002.0,14435.0,9586.0,4805.0,2833.0,2386.0,2284.0,1636.0,2944.0,4261.0,6124.0,7964.0,8832.0,33438.0,16161.0,4089.0,2994.0,2924.0,1938.0,2251.0,2700.0,4424.0,8463.0,6595.0,6548.0,11376.0,12652.0,6483.0,7232.0,4823.0,4226.0,7247.0,17082.0,22201.0,13846.0,6841.0,8130.0,5952.0,4905.0,3132.0,3497.0,2309.0,1812.0,2099.0,2619.0,4694.0,5148.0,6482.0,21133.0,19159.0,6117.0,3679.0,3328.0,2046.0,1922.0,1321.0,1868.0,5571.0,5861.0,6985.0,9875.0,6427.0,4831.0,5538.0,4032.0,3400.0,2927.0,1998.0,6049.0,7791.0,10138.0,39166.0,26537.0,11932.0,13313.0,5977.0,4039.0,3376.0,2175.0,2609.0,3917.0,4863.0,5088.0,19302.0,17082.0,10998.0,9185.0,4344.0,3439.0,4520.0,3050.0,3393.0,2649.0,5213.0,8339.0,29655.0,19456.0,11886.0,2758.0,35.7804015,-78.6390779
"Lincoln, NE",,,,,,,,,,,,,,443.0,2910.0,3504.0,4405.0,8275.0,6352.0,4313.0,3582.0,2217.0,2300.0,1535.0,1423.0,2501.0,3074.0,3011.0,4345.0,5780.0,5253.0,4226.0,2327.0,1915.0,1945.0,1304.0,1280.0,2218.0,2619.0,4351.0,6149.0,10425.0,6114.0,4087.0,2315.0,1918.0,2106.0,1486.0,1713.0,1325.0,2085.0,4215.0,4422.0,16864.0,14803.0,4844.0,3157.0,2881.0,1877.0,2034.0,1554.0,1850.0,3595.0,3936.0,3902.0,3826.0,8143.0,6163.0,6500.0,3500.0,2652.0,3393.0,7252.0,15562.0,9442.0,3861.0,4240.0,3216.0,3279.0,2931.0,2922.0,1947.0,1698.0,1888.0,1459.0,2483.0,3032.0,3740.0,5757.0,12521.0,9284.0,4510.0,3349.0,1967.0,1971.0,1323.0,1358.0,3021.0,3243.0,3260.0,4662.0,4180.0,4159.0,3773.0,2402.0,2004.0,2044.0,1394.0,1894.0,2993.0,3823.0,14359.0,32516.0,11127.0,6290.0,3235.0,2491.0,2514.0,1691.0,1881.0,2200.0,2183.0,2887.0,8474.0,15146.0,6301.0,7074.0,3688.0,2850.0,3445.0,2433.0,2756.0,2242.0,3320.0,4557.0,19658.0,27014.0,15198.0,2625.0,40.8000554,-96.6674005
"Omaha, NE",314.0,1507.0,11331.0,24363.0,9317.0,4862.0,2596.0,1940.0,2256.0,1568.0,1420.0,1748.0,1410.0,2257.0,3290.0,3997.0,7412.0,10841.0,7514.0,4686.0,3649.0,2165.0,2187.0,1583.0,1786.0,3605.0,4195.0,3753.0,6154.0,5922.0,6722.0,4762.0,2431.0,1904.0,1962.0,1471.0,1569.0,3032.0,3577.0,5257.0,5031.0,10272.0,6411.0,4027.0,2130.0,1754.0,1822.0,1315.0,1966.0,2280.0,3534.0,4578.0,4772.0,22119.0,14438.0,4475.0,2732.0,2444.0,1535.0,1637.0,1448.0,2068.0,3667.0,4110.0,4191.0,5010.0,8068.0,4718.0,5351.0,3391.0,2482.0,3307.0,7803.0,16533.0,10603.0,4600.0,4710.0,3398.0,3373.0,2587.0,2460.0,1769.0,1578.0,1855.0,2212.0,3854.0,4011.0,4402.0,6922.0,8597.0,6522.0,3324.0,2761.0,1547.0,1574.0,1218.0,1665.0,3423.0,4060.0,7523.0,10890.0,8899.0,8448.0,4714.0,2457.0,1896.0,1825.0,1593.0,3236.0,4350.0,5135.0,18452.0,34104.0,10464.0,6232.0,3023.0,2301.0,2105.0,1625.0,2086.0,2897.0,2961.0,3440.0,13254.0,14306.0,7068.0,4676.0,3608.0,2422.0,2520.0,2230.0,2802.0,3458.0,3394.0,5869.0,24098.0,23544.0,9043.0,2042.0,41.258731700000006,-95.93787320000001
